C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_20_794.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_20_794.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_20_794.jpg, 0, 0, 0, 8.02615E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_20_895.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_20_895.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_20_895.jpg, 0, 0, 0, 7.790132E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_20_997.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_20_997.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_20_997.jpg, 0, 0, 0, 7.952487E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_21_100.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_21_100.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_21_100.jpg, 0, 0, 0, 7.837514E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_21_202.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_21_202.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_21_202.jpg, 0, 0, 0, 7.935691E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_21_303.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_21_303.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_21_303.jpg, 0, 0, 0, 7.766928E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_21_406.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_21_406.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_21_406.jpg, 0, 0, 0, 7.944649E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_21_508.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_21_508.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_21_508.jpg, 0, 0, 0, 7.800134E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_21_609.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_21_609.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_21_609.jpg, 0, 0, 0, 7.79957E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_21_709.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_21_709.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_21_709.jpg, 0, 0, 0, 7.862256E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_21_811.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_21_811.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_21_811.jpg, 0, 0, 0, 7.805958E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_21_912.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_21_912.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_21_912.jpg, 0, 0, 0, 7.784979E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_22_014.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_22_014.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_22_014.jpg, 0, 0, 0, 7.994814E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_22_114.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_22_114.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_22_114.jpg, 0, 0, 0, 7.775805E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_22_215.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_22_215.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_22_215.jpg, 0, 0, 0, 7.794845E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_22_318.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_22_318.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_22_318.jpg, 0, 0, 0, 7.867884E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_22_420.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_22_420.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_22_420.jpg, 0, 0, 0, 7.827711E-05
C:\Users\USER\Desktop\DATA\IMG\center_2023_02_17_17_09_22_521.jpg, C:\Users\USER\Desktop\DATA\IMG\left_2023_02_17_17_09_22_521.jpg, C:\Users\USER\Desktop\DATA\IMG\right_2023_02_17_17_09_22_521.jpg, 0, 0, 0, 7.897642E-05
